DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Country,Longitude,Latitude,LocQual,Source,Comments
1946,Bln-3394/II,,,5200,50,,,,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal,
1948,Bln-3398,,,5070,50,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1949,Bln-3399,,,5130,60,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1950,Bln-3400,,,5090,60,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1951,Bln-3401,,,4940,60,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1952,Bln-3402,,,4900,60,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1953,Bln-3403,,,4820,60,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1954,Bln-3404,,,4990,50,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1955,Bln-3405,,,5110,60,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1956,Bln-3406,,,5050,50,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
1957,Bln-3407,,,4860,50,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal; Biagi 1994,
4328,Hv-12966,,,3525,65,,charcoal,,15978,Wadi Wutayya,,settlement,OM,58.52,23.56,B,CalPal,
4329,Hv-13197,,,4560,90,,charcoal,,15777,Ra's al-Hamra 10,,settlement,OM,58.481056,23.629182,A,B̦hner and Schyle 2006; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7180,
4330,Hv-13198,,,4835,70,,charcoal,Avicennia marina,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal,
6477,OxA-2629,,,3580,80,-19.8,bone,Homo sapiens,15791,Ra's al-Hamra 6,,settlement,OM,58.481925,23.623402,A,CalPal,
6548,OxA-2931,,,5160,90,-26.9,,,15776,Ra's al-Hamra 5,,settlement,OM,58.481545,23.628406,A,CalPal,
7467,P-2673,,,4030,70,,charcoal,,16201,Ra's al-Hamra 3,,settlement,OM,58.481193,23.631722,A,B̦hner and Schyle 2006; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7181,
